"","text","favorited","favoriteCount","replyToSN","created","truncated","replyToSID","id","replyToUID","statusSource","screenName","retweetCount","isRetweet","retweeted","longitude","latitude"
"60","Mon 7/23 9:28am: Motor Vehicle Collision (30), X H2S FWY, H2S WAIANAE OFF, Waipio #hitraffic",FALSE,0,NA,2018-07-23 19:42:29,FALSE,NA,"1021480692205723649",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",1,FALSE,FALSE,NA,NA
"61","Mon 7/23 9:25am: Motor Vehicle Collision (29), 24X H1W FWY, H1W UNIVERSITY OFF, Manoa #hitraffic",FALSE,0,NA,2018-07-23 19:42:29,FALSE,NA,"1021480690347663362",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",2,FALSE,FALSE,NA,NA
"62","Mon 7/23 9:18am: Motor Vehicle Collision (28), 94021X FARRINGTON HWY, NANDINGS, Waipahu #hitraffic",FALSE,0,NA,2018-07-23 19:26:28,FALSE,NA,"1021476661227737090",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"63","Mon 7/23 9:18am: Motor Vehicle Collision (27), HALEKAUWILA ST + PUNCHBOWL ST, Honolulu #hitraffic",FALSE,0,NA,2018-07-23 19:26:28,FALSE,NA,"1021476659654885377",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"64","Mon 7/23 9:11am: Motor Vehicle Collision (26), KALANIANAOLE HWY + WAIHOLO ST, Kahala #hitraffic",FALSE,0,NA,2018-07-23 19:26:28,FALSE,NA,"1021476658136592384",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"65","Mon 7/23 8:48am: Motor Vehicle Collision (25), 200X KALAKAUA AVE, DOLLAR RENTACAR, Waikiki #hitraffic",FALSE,0,NA,2018-07-23 18:56:24,FALSE,NA,"1021469092560089088",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"66","Mon 7/23 8:20am: Motor Vehicle Collision (24), 16TH AVE + WAIALAE AVE, Kaimuki #hitraffic",FALSE,0,NA,2018-07-23 18:26:31,FALSE,NA,"1021461574110695425",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"67","Mon 7/23 8:16am: Motor Vehicle Collision (23), 94049X UKEE ST, Waipio #hitraffic",FALSE,0,NA,2018-07-23 18:26:31,FALSE,NA,"1021461572600778752",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"68","Mon 7/23 8:13am: Motor Vehicle Collision (22), KUNIA ONTO H1E, Waipahu #hitraffic",FALSE,0,NA,2018-07-23 18:26:31,FALSE,NA,"1021461570960781313",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
"69","Mon 7/23 8:11am: Motor Vehicle Collision (21), IWIKUAMOO ST + MAUNAKAPU ST, Kapolei #hitraffic",FALSE,0,NA,2018-07-23 18:26:30,FALSE,NA,"1021461569392132096",NA,"<a href=""http://www.hpdtraffic.com"" rel=""nofollow"">HPD Traffic</a>","hpdtraffic",0,FALSE,FALSE,NA,NA
