Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Training Stress Score®,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Runs,Max Temp
running,2018-10-29 06:12:19,false,"Honolulu Running","5.52","464","00:56:20","131","162","2.1","154","192","10:13","6:36","56","66","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","10","0.0"
indoor_cycling,2018-10-28 09:08:57,false,"Indoor Cycling","0.00","257","00:47:08","110","146","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2018-10-27 05:03:33,false,"Honolulu Running","15.02","1,491","02:24:00","152","180","3.5","172","183","9:35","8:20","128","177","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","16","0.0"
running,2018-10-25 05:12:19,false,"Honolulu Running","10.01","1,041","01:33:59","149","193","3.7","171","181","9:23","8:13","92","102","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","11","0.0"
indoor_cycling,2018-10-23 19:47:42,false,"Indoor Cycling","0.00","153","00:45:28","85","133","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","86.0","0:00","No","00:00.00","1","0.0"
running,2018-10-22 06:15:53,false,"Honolulu Running","5.10","517","00:50:10","142","174","2.6","164","193","9:50","6:42","72","92","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","8","0.0"
indoor_cycling,2018-10-21 06:48:24,false,"Indoor Cycling","0.00","221","00:45:51","102","127","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2018-10-20 05:21:33,false,"Honolulu Running","20.01","1,644","03:16:10","140","182","3.4","172","190","9:48","8:19","387","440","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","21","0.0"
indoor_cycling,2018-10-19 07:07:02,false,"Indoor Cycling","0.00","312","00:44:49","120","145","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2018-10-17 06:10:04,false,"Honolulu Running","6.01","573","00:55:54","140","176","2.9","171","178","9:18","8:04","95","102","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","7","0.0"
running,2018-10-15 06:13:29,false,"Honolulu Running","5.23","573","00:50:33","154","187","3.3","166","191","9:40","6:45","72","85","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","10","0.0"
elliptical,2018-10-14 07:04:14,false,"Indoor Cycling","4.35","459","00:45:27","141","148","2.2","--","--","5.7","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","1","0.0"
running,2018-10-13 05:10:47,false,"Honolulu Running","15.00","1,200","02:24:18","139","182","3.1","171","188","9:37","7:56","98","135","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","16","0.0"
running,2018-10-11 05:05:42,false,"Honolulu Running","10.00","804","01:33:41","139","159","2.7","173","197","9:22","7:25","66","92","0.99","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","11","0.0"
indoor_cycling,2018-10-10 07:09:15,false,"Indoor Cycling","0.00","135","00:30:24","98","106","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2018-10-09 18:37:41,false,"Honolulu Running","6.33","525","01:02:36","133","163","2.1","156","223","9:53","6:52","95","121","1.01","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","16","0.0"
running,2018-10-07 06:07:40,false,"Honolulu Running","13.12","1,367","02:09:06","151","184","3.3","167","197","9:50","6:57","885","858","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","14","0.0"
running,2018-10-04 07:06:14,false,"Honolulu Running","6.10","549","00:53:59","144","161","2.5","170","184","8:51","7:25","10","30","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","7","0.0"
indoor_cycling,2018-10-03 07:02:07,false,"Indoor Cycling","0.00","140","00:27:46","104","126","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-10-01 06:20:56,false,"Honolulu Running","5.31","466","00:55:25","134","166","2.0","151","236","10:27","6:10","69","75","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","27","0.0"
running,2018-09-29 05:10:51,false,"Honolulu Running","15.01","1,389","02:25:23","147","176","3.3","169","178","9:41","8:30","141","171","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","16","0.0"
indoor_rowing,2018-09-28 06:49:10,false,"Indoor Rowing","--","110","00:30:00","91","128","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","843","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-09-27 06:16:27,false,"Running","10.00","1,130","01:33:15","158","177","3.7","169","192","9:19","7:02","66","82","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","11","0.0"
indoor_cycling,2018-09-26 06:39:55,false,"Indoor Cycling","0.00","123","00:35:34","89","102","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-09-24 06:08:40,false,"Honolulu Running","6.81","600","01:07:08","139","171","2.4","154","224","9:51","6:34","89","148","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","16","0.0"
indoor_cycling,2018-09-23 06:28:49,false,"Indoor Cycling","0.00","162","00:27:21","112","152","1.4","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","2","0.0"
running,2018-09-22 05:00:20,false,"Honolulu Running","18.30","1,857","03:01:17","161","185","4.3","169","182","9:55","8:23","328","371","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","19","0.0"
indoor_rowing,2018-09-21 07:14:16,false,"Indoor Rowing","--","86","00:30:43","79","130","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","797","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
indoor_cycling,2018-09-21 07:06:37,false,"Indoor Cycling","0.00","20","00:04:30.5","94","104","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2018-09-19 06:12:13,false,"Honolulu Running","5.16","493","00:49:02","142","181","2.8","160","211","9:30","6:11","52","66","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","14","0.0"
indoor_cycling,2018-09-18 18:38:33,false,"Indoor Cycling","0.00","147","00:33:02","97","168","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","87.8","0:00","No","00:00.00","1","0.0"
running,2018-09-16 18:43:10,false,"Honolulu Running","5.01","565","00:43:13","159","180","3.5","170","176","8:38","7:10","39","56","1.10","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","6","0.0"
running,2018-09-13 06:33:47,false,"Honolulu Running","6.05","690","00:54:13","160","184","3.7","169","180","8:57","7:29","39","82","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","7","0.0"
elliptical,2018-09-12 06:50:23,false,"Elliptical ","0.00","239","00:33:38","121","155","2.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","84.2","0:00","No","00:00.00","1","0.0"
running,2018-09-11 06:20:03,false,"Honolulu Running","5.40","505","00:56:05","138","174","2.5","151","206","10:23","5:44","69","69","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","27","0.0"
indoor_cycling,2018-09-10 07:03:36,false,"Indoor Cycling","0.00","139","00:26:01","106","132","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
treadmill_running,2018-09-09 07:34:13,false,"Treadmill Running","5.60","652","00:55:33","150","167","2.8","158","177","9:55","9:13","3","13","0.93","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","6","0.0"
running,2018-09-09 05:05:54,false,"Honolulu Running","12.39","1,123","02:00:47","148","177","3.1","168","181","9:45","8:26","112","131","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","13","0.0"
indoor_cycling,2018-09-07 07:02:46,false,"Indoor Cycling","0.00","168","00:30:39","107","123","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-09-06 06:09:41,false,"Honolulu Running","8.01","810","01:12:06","149","175","3.2","170","227","9:00","7:36","121","144","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","9","0.0"
indoor_rowing,2018-09-05 06:52:38,false,"Indoor Rowing","--","64","00:21:42","79","138","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","579","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-09-03 18:02:17,false,"Honolulu Running","5.30","474","00:51:43","135","167","2.2","158","197","9:45","6:36","72","95","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","14","0.0"
hiking,2018-09-02 16:34:02,false,"Maui County Hiking","0.61","106","00:23:52","97","125","1.0","47","160","39:06","4:01","138","167","0.88","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","66.2","0:00","No","00:00.00","2","0.0"
hiking,2018-09-02 14:51:43,false,"Maui County Hiking","1.97","218","01:04:58","88","117","1.0","55","159","33:02","1:52","381","285","0.89","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-08-31 16:33:27,false,"Honolulu Running","13.13","1,327","02:06:07","152","180","3.1","168","178","9:36","7:07","236","325","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","14","0.0"
indoor_cycling,2018-08-30 05:59:44,false,"Indoor Cycling","0.00","160","00:30:39","105","123","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-08-29 17:32:32,false,"Honolulu Running","6.23","733","00:55:30","163","193","3.5","167","180","8:54","7:11","131","144","1.08","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","7","0.0"
running,2018-08-27 06:02:45,false,"Honolulu Running","5.20","457","00:54:19","133","162","1.9","149","227","10:27","5:48","92","102","0.98","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","27","0.0"
indoor_cycling,2018-08-26 06:38:48,false,"Indoor Cycling","14.42","230","00:54:25","97","115","1.0","--","--","15.9","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2018-08-23 05:39:18,false,"Honolulu Running","7.71","795","01:12:57","151","170","3.0","167","181","9:28","7:51","112","144","1.02","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","8","0.0"
running,2018-08-20 05:04:59,false,"Honolulu Running","5.21","458","00:52:19","137","184","2.3","157","186","10:02","6:32","69","72","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","14","0.0"
indoor_cycling,2018-08-19 07:12:29,false,"Indoor Cycling","0.00","586","00:43:04","169","193","3.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-08-18 05:06:39,false,"Honolulu Running","20.03","1,715","03:23:57","143","172","3.2","167","178","10:11","8:21","358","384","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","82.4","0:00","No","00:00.00","21","0.0"
indoor_rowing,2018-08-17 07:22:44,false,"Indoor Rowing","--","92","00:35:00","81","125","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","917","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-08-16 05:22:43,false,"Honolulu Running","5.01","386","00:42:50","137","154","2.0","173","183","8:33","7:26","59","66","1.09","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","6","0.0"
indoor_cycling,2018-08-15 06:53:29,false,"Indoor Cycling","0.00","173","00:30:48","111","128","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-08-13 05:05:26,false,"Honolulu Running","18.27","1,862","03:07:20","157","179","3.3","166","183","10:15","7:34","295","325","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","19","0.0"
running,2018-08-11 06:03:03,false,"New York Running","5.98","343","00:57:22","117","148","1.3","155","189","9:35","5:21","43","49","1.06","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","14","0.0"
indoor_cycling,2018-08-09 06:36:20,false,"Indoor Cycling","0.00","148","00:38:57","94","113","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-08-08 06:16:14,false,"New York Running","6.00","800","00:54:06","164","221","5.0","166","180","9:01","5:57","52","69","1.16","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","7","0.0"
indoor_cycling,2018-08-07 06:22:43,false,"Indoor Cycling","0.00","213","00:34:39","105","128","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
running,2018-08-06 06:15:29,false,"New York Running","6.00","503","00:51:32","130","154","2.2","168","190","8:35","6:07","52","56","1.16","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","7","0.0"
running,2018-08-04 05:04:13,false,"Honolulu Running","20.01","2,525","03:21:21","159","178","5.0","167","180","10:04","6:46","427","446","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","21","0.0"
indoor_cycling,2018-08-03 05:36:24,false,"Indoor Cycling","10.02","206","00:37:21","103","116","1.1","--","--","16.1","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2018-08-02 05:09:31,false,"Honolulu Running","5.01","507","00:42:00","140","163","3.0","173","182","8:23","7:11","69","72","1.11","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","6","0.0"
indoor_cycling,2018-08-01 06:55:23,false,"Indoor Cycling","9.78","199","00:36:50","107","118","1.2","--","--","15.9","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
treadmill_running,2018-07-31 17:41:48,false,"Treadmill Running","6.26","666","00:56:56","140","178","3.0","147","182","9:06","8:11","13","23","0.94","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","6","0.0"
running,2018-07-29 05:09:36,false,"Honolulu Running","18.01","2,004","03:04:43","144","182","3.5","164","180","10:15","8:03","302","305","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","19","0.0"
indoor_cycling,2018-07-28 06:09:04,false,"Indoor Cycling","0.00","259","00:46:00","101","138","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-07-26 05:37:00,false,"Honolulu Running","6.01","650","00:54:38","141","181","3.1","168","227","9:06","7:35","62","69","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","7","0.0"
indoor_rowing,2018-07-25 06:45:45,false,"Indoor Rowing","6,160","203","00:30:35","102","162","1.8","--","--","2:29","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","810","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
treadmill_running,2018-07-23 06:35:05,false,"Treadmill Running","5.00","569","00:47:38","147","175","3.3","152","181","9:32","7:49","--","13","0.97","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","73.4","0:00","No","00:00.00","5","0.0"
indoor_cycling,2018-07-22 07:32:46,false,"Indoor Cycling","0.00","400","00:36:00","--","--","--","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-07-21 05:06:19,false,"Honolulu Running","20.01","2,201","03:19:55","146","171","3.6","165","177","10:00","7:56","387","436","0.97","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","21","0.0"
running,2018-07-19 05:04:27,false,"Honolulu Running","6.36","743","00:57:00","151","170","3.8","168","178","8:58","7:13","112","112","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","7","0.0"
indoor_rowing,2018-07-18 05:09:20,false,"Indoor Rowing","--","134","00:30:15","90","122","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","793","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
treadmill_running,2018-07-16 06:57:17,false,"Treadmill Running","6.00","720","00:54:55","144","179","3.9","129","177","9:09","8:30","20","39","0.93","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","5","0.0"
indoor_cycling,2018-07-15 08:10:25,false,"Indoor Cycling","0.00","253","00:40:36","107","147","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-07-14 05:05:53,false,"Honolulu Running","18.31","1,824","03:03:14","141","173","3.3","167","178","10:00","8:09","305","338","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","19","0.0"
running,2018-07-12 05:07:07,false,"Honolulu Running","7.01","904","01:03:58","158","189","5.0","168","181","9:08","7:30","92","95","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","8","0.0"
indoor_rowing,2018-07-11 05:06:44,false,"Indoor Rowing","--","94","00:30:20","75","123","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","799","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
treadmill_running,2018-07-10 16:36:28,false,"Treadmill Running","5.40","572","00:49:25","139","164","3.0","170","189","9:09","7:55","16","20","0.94","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","5","0.0"
indoor_cycling,2018-07-09 06:53:01,false,"Indoor Cycling","0.00","299","00:40:28","113","131","1.7","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-07-08 04:48:53,false,"Honolulu Running","20.01","1,547","03:23:54","128","163","3.0","168","181","10:11","7:56","377","413","0.94","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","21","0.0"
indoor_rowing,2018-07-07 06:54:54,false,"Indoor Rowing","--","294","00:30:00","125","184","2.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","780","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-07-05 05:25:12,false,"Honolulu Running","6.63","789","00:59:07","154","185","4.0","168","184","8:55","7:16","115","125","1.07","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","7","0.0"
indoor_cycling,2018-07-04 06:23:29,false,"Indoor Cycling","0.00","274","00:35:29","115","136","1.6","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","80.6","0:00","No","00:00.00","1","0.0"
treadmill_running,2018-07-03 06:51:06,false,"Treadmill Running","6.22","809","00:57:16","145","174","3.5","167","185","9:12","7:20","3","20","0.94","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","6","0.0"
hiking,2018-07-01 09:10:58,false,"Honolulu Hiking","3.53","539","02:07:43","91","143","1.3","58","160","36:12","9:11","659","663","0.78","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","87.8","0:00","No","00:00.00","4","0.0"
indoor_cycling,2018-07-01 06:27:45,false,"Indoor Cycling","0.00","209","00:40:57","98","118","1.2","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","1","0.0"
running,2018-06-30 05:04:51,false,"Honolulu Running","17.01","1,743","02:50:27","140","176","3.6","168","178","10:01","8:10","171","194","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","18","0.0"
indoor_rowing,2018-06-28 07:05:54,false,"Indoor Rowing","--","117","00:30:38","84","137","1.1","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","809","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-06-27 05:10:49,false,"Honolulu Running","7.01","809","01:03:30","151","176","5.0","170","181","9:04","7:21","92","102","1.05","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","8","0.0"
treadmill_running,2018-06-25 06:35:31,false,"Treadmill Running","5.28","572","00:47:52","142","172","3.5","158","185","9:04","7:44","16","26","0.94","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","6","0.0"
indoor_cycling,2018-06-24 06:49:50,false,"Indoor Cycling","0.00","285","00:50:08","105","125","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2018-06-23 05:09:57,false,"Honolulu Running","15.01","1,666","02:31:18","147","182","3.7","168","180","10:05","8:19","177","230","0.95","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","16","0.0"
running,2018-06-21 05:08:50,false,"Honolulu Running","7.01","819","01:05:55","149","172","4.5","171","181","9:24","7:08","59","75","1.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","78.8","0:00","No","00:00.00","8","0.0"
indoor_rowing,2018-06-20 05:53:15,false,"Indoor Rowing","--","65","00:30:10","68","110","1.0","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","791","--","--","0:00","77.0","0:00","No","00:00.00","1","0.0"
running,2018-06-18 06:12:04,false,"Honolulu Running","4.65","560","00:46:19","148","184","4.0","153","190","9:57","6:02","69","82","1.03","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","13","0.0"
indoor_cycling,2018-06-17 06:21:49,false,"Indoor Cycling","0.00","270","00:45:00","106","124","1.3","--","--","--","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","75.2","0:00","No","00:00.00","1","0.0"
running,2018-06-16 05:48:27,false,"Honolulu Running","13.12","1,745","02:12:25","158","189","5.0","166","176","10:06","8:39","102","154","0.96","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","77.0","0:00","No","00:00.00","14","0.0"
running,2018-06-14 05:48:08,false,"Honolulu Running","6.48","832","01:00:38","--","--","--","--","--","9:21","3:31","167","163","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
cycling,2018-06-13 06:13:39,false,"Cycling","9.61","408","00:00:00","--","--","--","--","--","14.4","--","--","--","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
running,2018-06-11 05:41:15,false,"Honolulu Running","5.05","647","00:44:51","--","--","--","--","--","9:22","6:15","137","136","0.00","0.0","0.0","0.0","0.0","0.0","--","--","--","0:00","0.0","0:00","No","00:00.00","1","0.0"
